de_caseid,de_seqno,de_document_num,dp_seqno,de_date_filed,dt_text
45190,30,,31,2020-02-03,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
45121,34,,35,2020-02-03,"Motions Taken Under Advisement: [2] Motion for Leave to Proceed in forma pauperis, [3]  Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
45122,30,,31,2020-02-03,"Motions Taken Under Advisement: [2] Motion for Leave to Proceed in forma pauperis, [3]  Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
45126,38,,39,2020-02-03,"Motions Taken Under Advisement: [2] Motion for Leave to Proceed in forma pauperis, [3]  Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
44835,51,,52,2020-02-03,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
42176,176,,177,2020-02-04,"Motions Taken Under Advisement: (48 in 3:18-cv-00680-jdp, 44 in 3:18-cv-00555-jdp)  Motion for Pavey Hearing to Determine Exhaustion.           (nln),(ps)"
42363,201,,202,2020-02-04,"Motions Taken Under Advisement: (48 in 3:18-cv-00680-jdp, 44 in 3:18-cv-00555-jdp)  Motion for Pavey Hearing to Determine Exhaustion.           (nln),(ps)"
42427,207,,208,2020-02-04,"Motions Taken Under Advisement: (41 in 3:19-cv-00264-jdp, 52 in 3:18-cv-00713-jdp)  Motion for Pavey Hearing to Determine Exhaustion.           (nln),(ps)"
43580,171,,172,2020-02-04,"Motions Taken Under Advisement: (41 in 3:19-cv-00264-jdp, 52 in 3:18-cv-00713-jdp)  Motion for Pavey Hearing to Determine Exhaustion.           (nln),(ps)"
43517,98,,99,2020-02-04,Motion Taken Under Advisement: [25]    Motion for Leave to File <i> First Amended Complaint</i>.          (voc)
42823,290,,291,2020-02-04,"Motions Taken Under Advisement: [73]   Motion for Assistance in Recruiting Counsel.           (nln),(ps)"
42873,511,,512,2020-02-04,"Motions Taken Under Advisement: [125]  Motion to Supplement Complaint.           (nln),(ps)"
44610,121,,122,2020-02-05,Motions Taken Under Advisement: [34]    Motion for Hearing   <i>on Plaintiff Badger Mining Corporation&#039;s Motion for Partial Judgment on the Pleadings (Dkt. 9)</i>.           (kwf)
43992,141,,142,2020-02-05,"Motions Taken Under Advisement: [29]   Motion for Default Judgment as to Deshaun Staten.           (jef),(ps)"
44331,130,,131,2020-02-05,"Motions Taken Under Advisement: [28]    MOTION TO DISMISS <i>or Transfer Venue</i>, [33]   MOTION TO TRANSFER to Eastern District of Wisconsin.           (nln),(ps)"
42979,227,,228,2020-02-05,"Motions Taken Under Advisement: [57]  Motion for Court Appointed Expert Witness.           (nln),(ps)"
40161,64,,65,2020-02-05,"Motions Taken Under Advisement: [13]   Motion for Reconsideration   re [12]  Order.           (jef),(ps)"
45099,59,,60,2020-02-05,"Motions Taken Under Advisement: [7]   Proposed AMENDED COMPLAINT.           (nln),(ps)"
40743,130,,131,2020-02-05,"Motions Taken Under Advisement: [36]  Motion for Expert Witness.           (nln),(ps)"
40953,157,,158,2020-02-05,"Motions Taken Under Advisement: [37]  Motion for Clarification.           (jef),(ps)"
40862,152,,153,2020-02-05,"Motions Taken Under Advisement: [28]    MOTION FOR JUDGMENT ON THE PLEADINGS. Plaintiff&#039;s Brief in Opposition not filed by 1/29/2020 deadline.          (rks),(ps)"
43345,180,,181,2020-02-05,"Motions Taken Under Advisement: [54]   Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
44415,65,,66,2020-02-05,"Motions Taken Under Advisement: (7 in 3:19-cv-00994-bbc, 11 in 3:19-cv-00742-bbc)  Motion for Appointment of Legal Counsel and Immediate Injunction.           (nln),(ps)"
44965,50,,51,2020-02-05,"Motions Taken Under Advisement: (7 in 3:19-cv-00994-bbc, 11 in 3:19-cv-00742-bbc)  Motion for Appointment of Legal Counsel and Immediate Injunction.           (nln),(ps)"
40576,179,,180,2020-02-05,"Motions Taken Under Advisement: [35]  Letter from  plaintiff Thomas W. Zach requesting to voluntarily dismiss case. No response filed by 1/30/2020 deadline.          (rks),(ps)"
42631,112,,113,2020-02-06,"Motions Taken Under Advisement: [29]  Affidavit of Anthony Quintana /  Response to [27]  Dismissal Order.           (nln),(ps)"
41324,120,,121,2020-02-06,"Motions Taken Under Advisement: [21]   Motion to Amend  [1]  Complaint.           (jef),(ps)"
43027,126,,127,2020-02-06,"Motions Taken Under Advisement: [27]   Motion for Extension of Time.           (nln),(ps)"
44295,100,,101,2020-02-06,"Motions Taken Under Advisement: [26]   Motion for Assistance in Recruiting Counsel.           (nln),(ps)"
42454,304,,305,2020-02-06,"Motions Taken Under Advisement: [70]   Motion to Voluntarily Dismiss.           (nln),(ps)"
44862,53,,54,2020-02-06,"Motions Taken Under Advisement: [11]  Response to Order.           (rks),(ps)"
44986,158,,159,2020-02-06,"Motions Taken Under Advisement: [44] Motion for Leave to File <i>Reply Brief</i>, [45] Motion for Leave to File <i>Reply Brief</i>.           (arw)"
43712,84,,85,2020-02-07,"Motions Taken Under Advisement: [16]  Motion for Issuance of Subpoena.           (nln),(ps)"
42059,316,,317,2020-02-07,"Motions Taken Under Advisement: [61]  Proposed SUPPLEMENTAL REMOVED AMENDED COMPLAINT / Response to [60]  Order Dismissing Complaint.           (nln),(ps)"
44656,55,,56,2020-02-07,Motions Taken Under Advisement: [11]  Joint  Motion for Protective Order <i>by Plaintiff </i>.           (jls)
40823,319,,320,2020-02-07,"Motions Taken Under Advisement: [81]  Response to [80] Order.           (nln),(ps)"
42379,488,,489,2020-02-07,"Motions Taken Under Advisement: [108]   Motion for Writ of Habeas Corpus ad testificandum, [107]   Motion in Limine, [136]    Motion to Amend/Correct  [117]  Witness List, [118]    Motions in Limine.           (nln),(ps)"
43552,107,,108,2020-02-07,Motion Taken Under Advisement: [29]  Unopposed  Motion for Preliminary Approval of Settlement Agreement <i></i>.           (voc)
41441,465,,466,2020-02-07,"Motions Taken Under Advisement: [123]   Motion for Settlement.           (jef),(ps)"
43601,150,,151,2020-02-07,"Motions Taken Under Advisement: [27]   Motion to Extend the Motion to Quash Notice/Motion for Protective Order to the Defenses&#039;s Amended Deposition Notice Received Jan 10, 2020.           (jef),(ps)"
41441,468,,469,2020-02-07,"Motions Taken Under Advisement: [108]   Motion for lateral move because of retaliation, motion for discovery and motion for post-conviction (no reply filed), and [112]   Motion for Leave to Proceed in forma pauperis on Appeal, [118]   Motion to Move "
41441,468,,469,2020-02-07,"to Another Institution, [116]   Motion for transcripts, copies and for mediation.           (jef),(ps)"
43632,146,,147,2020-02-07,"Motions Taken Under Advisement: [31]  Motion to Compel  Video referenced at dkt. [19].           (nln),(ps)"
43553,347,,348,2020-02-07,"Motions Taken Under Advisement: [71]   Motion to order defendants Kasieta Legal Group and Mark Hazelbaker pay the service of summons fees and other expenses pursuant to Fed. Civ. P. Rule 4.           (nln),(ps)"
40955,415,,416,2020-02-07,"Motions Taken Under Advisement: [103]   Letter from Plaintiff Michael Jones regarding case being closed.           (nln),(ps)"
44665,43,,44,2020-02-07,"Motions Taken Under Advisement: [11]   Motion for Assistance in Recruiting Counsel.           (rks),(ps)"
40823,339,,340,2020-02-07,"Motions Taken Under Advisement: [85]  Notice  by Plaintiff Johnson Health Tech North America, Inc. requesting to dismiss Counts V, VI and VII against defendant Matthew Seaberg / Notice re [80]  Text Only Order, [82]  Motion for Entry of Default Judgm"
40823,339,,340,2020-02-07,"ent as to Grow Fitness Group, Inc.           (nln),(ps)"
42388,108,,109,2020-02-10,"Motions Taken Under Advisement: [30]   Motion for Extension of Time.           (rks),(ps)"
44065,76,,77,2020-02-10,Motions Taken Under Advisement: [23]    Stipulation for Attorney Fees Under the EAJA.           (kwf)
42363,206,,207,2020-02-10,"Motions Taken Under Advisement: [49]   Motion for Sanctions.           (jef),(ps)"
45167,52,,53,2020-02-10,Motions Taken Under Advisement: [5]    Motion to Substitute Party.           (jls)
45228,18,,19,2020-02-10,"Motions Taken Under Advisement: [1]   Petition for Writ of Habeas Corpus - Federal.           (nln),(ps)"
44986,164,,165,2020-02-10,Motions Taken Under Advisement: [48]    Motion for Leave to File <i>Reply Brief in Support of Motion to Intervene</i>.           (arw)
42995,116,,117,2020-02-10,"Motions Taken Under Advisement: [31]  Motion for Court Appointed Expert Witness, [32]  Motion for Leave to Amend the Original Complaint, [30]  Motion for Appointment / Help Recruiting Counsel.           (nln),(ps)"
42127,616,,617,2020-02-10,"Motions Taken Under Advisement: [152]   Motion for Special Matter F.R.C.P. 9.           (jef),(ps)"
45074,35,,36,2020-02-11,"Motions Taken Under Advisement: [9]  COMPLAINT (with signature), [5]   Motion for Leave to Proceed in forma pauperis, [2]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
45162,74,,75,2020-02-11,"Motions Taken Under Advisement: (20 in 3:20-cv-00049-jdp, 20 in 3:20-cv-00051-jdp, 19 in 3:20-cv-00048-jdp, 21 in 3:20-cv-00050-jdp)   Motion for Screening of Complaint, (19 in 3:20-cv-00049-jdp, 20 in 3:20-cv-00050-jdp, 18 in 3:20-cv-00048-jdp, 19 i"
45162,74,,75,2020-02-11,"n 3:20-cv-00051-jdp)   Motion to Consolidate Cases.           (jef),(ps)"
45163,61,,62,2020-02-11,"Motions Taken Under Advisement: (20 in 3:20-cv-00049-jdp, 20 in 3:20-cv-00051-jdp, 19 in 3:20-cv-00048-jdp, 21 in 3:20-cv-00050-jdp)   Motion for Screening of Complaint, (19 in 3:20-cv-00049-jdp, 20 in 3:20-cv-00050-jdp, 18 in 3:20-cv-00048-jdp, 19 i"
45163,61,,62,2020-02-11,"n 3:20-cv-00051-jdp)   Motion to Consolidate Cases.           (jef),(ps)"
45164,69,,70,2020-02-11,"Motions Taken Under Advisement: (20 in 3:20-cv-00049-jdp, 20 in 3:20-cv-00051-jdp, 19 in 3:20-cv-00048-jdp, 21 in 3:20-cv-00050-jdp)   Motion for Screening of Complaint, (19 in 3:20-cv-00049-jdp, 20 in 3:20-cv-00050-jdp, 18 in 3:20-cv-00048-jdp, 19 i"
45164,69,,70,2020-02-11,"n 3:20-cv-00051-jdp)   Motion to Consolidate Cases.           (jef),(ps)"
45165,65,,66,2020-02-11,"Motions Taken Under Advisement: (20 in 3:20-cv-00049-jdp, 20 in 3:20-cv-00051-jdp, 19 in 3:20-cv-00048-jdp, 21 in 3:20-cv-00050-jdp)   Motion for Screening of Complaint, (19 in 3:20-cv-00049-jdp, 20 in 3:20-cv-00050-jdp, 18 in 3:20-cv-00048-jdp, 19 i"
45165,65,,66,2020-02-11,"n 3:20-cv-00051-jdp)   Motion to Consolidate Cases.           (jef),(ps)"
40659,428,,429,2020-02-11,"Motions Taken Under Advisement: [119] Motion to Approve Settlement Agreement, [120]    Motion to Appoint Guardian ad Litem, [121]    Motion to Appoint Guardian ad Litem, [122] Motion to Appoint Guardian ad Litem.           (arw)"
45170,24,,25,2020-02-11,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
45171,44,,45,2020-02-11,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
44832,106,,107,2020-02-11,"Motions Taken Under Advisement: [3]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
40060,371,,372,2020-02-11,"Motions Taken Under Advisement: [96]   Motion in Limine.           (jef),(ps)"
43601,181,,182,2020-02-11,"Motions Taken Under Advisement: [42]   Objection.           (jef),(ps)"
40773,170,,171,2020-02-11,"Motions Taken Under Advisement: [43]   Motion to Voluntarily Dismiss.           (jef),(ps)"
42171,84,,85,2020-02-12,Motions Taken Under Advisement: [16]    Motion for Leave to Proceed in forma pauperis on Appeal.        (kwf)
42692,130,,131,2020-02-12,"Motions Taken Under Advisement: [31]    Motion to Vacate  [11]  Pretrial Conference Order,,    <i></i>.           (nln),(ps)"
45305,44,,45,2020-02-12,"Motions Taken Under Advisement: (4 in 3:20-cv-00127-jdp, 4 in 3:20-cv-00125-jdp, 5 in 3:20-cv-00126-jdp)   Motion for Temporary Restraining Order, (6 in 3:20-cv-00124-jdp, 6 in 3:20-cv-00126-jdp, 5 in 3:20-cv-00127-jdp, 5 in 3:20-cv-00125-jdp)   Moti"
45305,44,,45,2020-02-12,"on for Assistance in Recruiting Counsel, (3 in 3:20-cv-00124-jdp)   Motion for Leave to Proceed in forma pauperis, (3 in 3:20-cv-00125-jdp)   Motion for Leave to Proceed in forma pauperis, (5 in 3:20-cv-00124-jdp)   Motion for Emergency Injunctive Re"
45305,44,,45,2020-02-12,"lief, (6 in 3:20-cv-00127-jdp)   Motion for Leave to Proceed in forma pauperis, (4 in 3:20-cv-00126-jdp)   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
45306,27,,28,2020-02-12,"Motions Taken Under Advisement: (4 in 3:20-cv-00127-jdp, 4 in 3:20-cv-00125-jdp, 5 in 3:20-cv-00126-jdp)   Motion for Temporary Restraining Order, (6 in 3:20-cv-00124-jdp, 6 in 3:20-cv-00126-jdp, 5 in 3:20-cv-00127-jdp, 5 in 3:20-cv-00125-jdp)   Moti"
45306,27,,28,2020-02-12,"on for Assistance in Recruiting Counsel, (3 in 3:20-cv-00124-jdp)   Motion for Leave to Proceed in forma pauperis, (3 in 3:20-cv-00125-jdp)   Motion for Leave to Proceed in forma pauperis, (5 in 3:20-cv-00124-jdp)   Motion for Emergency Injunctive Re"
45306,27,,28,2020-02-12,"lief, (6 in 3:20-cv-00127-jdp)   Motion for Leave to Proceed in forma pauperis, (4 in 3:20-cv-00126-jdp)   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
45308,35,,36,2020-02-12,"Motions Taken Under Advisement: (4 in 3:20-cv-00127-jdp, 4 in 3:20-cv-00125-jdp, 5 in 3:20-cv-00126-jdp)   Motion for Temporary Restraining Order, (6 in 3:20-cv-00124-jdp, 6 in 3:20-cv-00126-jdp, 5 in 3:20-cv-00127-jdp, 5 in 3:20-cv-00125-jdp)   Moti"
45308,35,,36,2020-02-12,"on for Assistance in Recruiting Counsel, (3 in 3:20-cv-00124-jdp)   Motion for Leave to Proceed in forma pauperis, (3 in 3:20-cv-00125-jdp)   Motion for Leave to Proceed in forma pauperis, (5 in 3:20-cv-00124-jdp)   Motion for Emergency Injunctive Re"
45308,35,,36,2020-02-12,"lief, (6 in 3:20-cv-00127-jdp)   Motion for Leave to Proceed in forma pauperis, (4 in 3:20-cv-00126-jdp)   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
45309,35,,36,2020-02-12,"Motions Taken Under Advisement: (4 in 3:20-cv-00127-jdp, 4 in 3:20-cv-00125-jdp, 5 in 3:20-cv-00126-jdp)   Motion for Temporary Restraining Order, (6 in 3:20-cv-00124-jdp, 6 in 3:20-cv-00126-jdp, 5 in 3:20-cv-00127-jdp, 5 in 3:20-cv-00125-jdp)   Moti"
45309,35,,36,2020-02-12,"on for Assistance in Recruiting Counsel, (3 in 3:20-cv-00124-jdp)   Motion for Leave to Proceed in forma pauperis, (3 in 3:20-cv-00125-jdp)   Motion for Leave to Proceed in forma pauperis, (5 in 3:20-cv-00124-jdp)   Motion for Emergency Injunctive Re"
45309,35,,36,2020-02-12,"lief, (6 in 3:20-cv-00127-jdp)   Motion for Leave to Proceed in forma pauperis, (4 in 3:20-cv-00126-jdp)   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
45311,12,,13,2020-02-12,"Motions Taken Under Advisement: [1]   Motion for Compassionate Release Under 18 U.S.C. &#167; 3582(c).           (nln),(ps)"
43290,119,,120,2020-02-12,Motions Taken Under Advisement: [33]  Joint  Motion to Vacate or Extend Deadlines.           (arw)
44293,54,,55,2020-02-12,Motions Taken Under Advisement: [16]  Joint Motion to Remand  to Social Security Administration.           (arw)
45104,49,,50,2020-02-12,"Motions Taken Under Advisement: [6]   Motion for Temporary Restraining Order, [10]   Motion to Amend  [9]  Amended Complaint.           (nln),(ps)"
44371,145,,146,2020-02-12,"Motions Taken Under Advisement: [37]  Motion for Order to Compel Defendant to Answer the Complaint with Definitive Answers or Denials, or Enter a Default Judgment in Favor of Plaintiff.           (nln),(ps)"
42723,415,,416,2020-02-12,"Motions Taken Under Advisement: [103]  Response to [102]  Order.           (nln),(ps)"
44705,89,,90,2020-02-13,Motions Taken Under Advisement: [21]    Motion to Continue <i>Deadline to Respond to Plaintiff&#039;s&#039; Motion for Summary Judgment</i>.           (jls)
44329,87,,88,2020-02-13,"Motions Taken Under Advisement: [21]   MOTION FOR PRELIMINARY INJUNCTION.           (jef),(ps)"
43601,192,,193,2020-02-13,"Motions Taken Under Advisement: [37]   Motion to Disqualify Counsel.           (nln),(ps)"
45166,34,,35,2020-02-13,"Motions Taken Under Advisement:  Motion for In Forma Pauperis Screening.           (rks),(ps)"
41464,310,,311,2020-02-13,"Motions Taken Under Advisement: [22]    MOTION FOR SUMMARY JUDGMENT.           (rks),(ps)"
43463,223,,224,2020-02-13,"Motions Taken Under Advisement: [32]   MOTION FOR SUMMARY JUDGMENT. Brief in Reply not filed by 02/03/2020 deadline.          (rks),(ps)"
39739,148,,149,2020-02-13,"Motions Taken Under Advisement: [35]   Motion to Compel. Brief in Reply not filed by 02/04/2020 deadline.           (rks),(ps)"
43018,360,,361,2020-02-13,"Motions Taken Under Advisement: [74]    MOTION FOR SUMMARY JUDGMENT. Brief in Opposition not filed by 02/06/2020 deadline.          (rks),(ps)"
42873,525,,526,2020-02-13,"Motions Taken Under Advisement: [110]   Motion to Strike  [96]  Certificate of Service. Brief in Reply not filed by 02/07/2020 deadline.          (rks),(ps)"
42379,526,,527,2020-02-14,"Motions Taken Under Advisement: [108]   Motion for Writ of Habeas Corpus ad testificandum.           (nln),(ps)"
43553,354,,355,2020-02-14,"Motions Taken Under Advisement: [90]   Motion for Extension of Time, [89]   Motion for Extension of Time.           (jef),(ps)"
41821,114,,115,2020-02-14,"Motions Taken Under Advisement: [36]  Motion to Expedite Screening.           (nln),(ps)"
45338,20,,21,2020-02-14,"Motions Taken Under Advisement: [1]   Petition for Writ of Habeas Corpus - State.           (nln),(ps)"
42694,202,,203,2020-02-14,"Motions Taken Under Advisement: [27]    MOTION FOR SUMMARY JUDGMENT <i>for Failure to Exhaust Administrative Remedies and for Stay of Discovery.           (rks),(ps)"
40167,135,,136,2020-02-14,"Motions Taken Under Advisement: (40 in 3:17-cv-00454-wmc, 27 in 3:17-cv-00524-wmc)   Motion for Assistance in Recruiting Counsel, (24 in 3:17-cv-00524-wmc, 37 in 3:17-cv-00454-wmc)   Motion for Extension of Time, (41 in 3:17-cv-00454-wmc)   Motion to"
40167,135,,136,2020-02-14," Proposed Order to Show Cause for a Preliminary Injunction.           (jef),(ps)"
40288,109,,110,2020-02-14,"Motions Taken Under Advisement: (40 in 3:17-cv-00454-wmc, 27 in 3:17-cv-00524-wmc)   Motion for Assistance in Recruiting Counsel, (24 in 3:17-cv-00524-wmc, 37 in 3:17-cv-00454-wmc)   Motion for Extension of Time, (41 in 3:17-cv-00454-wmc)   Motion to"
40288,109,,110,2020-02-14," Proposed Order to Show Cause for a Preliminary Injunction.           (jef),(ps)"
44422,88,,89,2020-02-14,"Motions Taken Under Advisement: [19]    Stipulation Regarding Lien Priority Between the United States, Sawyer County, WI, Affinity Plus Federal Credit Union, and Wisconsin Department of Revenue.           (rks)"
45231,44,,45,2020-02-14,"Motions Taken Under Advisement: [4]   Motion for Assistance in Recruiting Counsel, [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
39944,147,,148,2020-02-14,"Motions Taken Under Advisement: [41]   Motion to Lift Stay.           (jef),(ps)"
44796,58,,59,2020-02-18,"Motions Taken Under Advisement: [12]   Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
45305,51,,52,2020-02-18,"Motions Taken Under Advisement: [9]   Motion to Voluntarily Dismiss.           (jef),(ps)"
40021,104,,105,2020-02-18,"Motions Taken Under Advisement: [26]  Motion to Substitute Party.           (nln),(ps)"
42379,535,,536,2020-02-18,"Motions Taken Under Advisement: [139]   Motion in Limine, [107]   Motion in Limine, [136]    Motion to Amend/Correct  [117]  Witness List   <i></i>, [118]    Motions in Limine <i></i>.           (nln),(ps)"
44310,42,,43,2020-02-18,"Motions Taken Under Advisement: [4]    Motion to Amend  [1]  Complaint,    <i></i>.           (nln),(ps)"
39892,174,,175,2020-02-18,"Motions Taken Under Advisement: [39]    Motion to Stay   <i></i>.           (nln),(ps)"
40403,611,,612,2020-02-18,"Motions Taken Under Advisement: [160]  Letter to Judge Peterson from Plaintiff Jeffrey Vogelsberg re: missing pages in  [157] brief in opposition and resubmitting brief in opposition with all 55 pages accounted for at dkt. [159].           (nln),(ps)"
43872,65,,66,2020-02-18,Motions Taken Under Advisement: [12]    Motion to Withdraw   <i>Admissions</i>.           (rks)
43873,61,,62,2020-02-18,Motions Taken Under Advisement: [10]    Motion to Withdraw   <i>Admissions</i>.           (rks)
40161,71,,72,2020-02-18,"Motions Taken Under Advisement:  [14]  Motion for Leave to Amend Complaint, [15]  Proposed AMENDED COMPLAINT.           (nln),(ps)"
42873,539,,540,2020-02-18,"Motions Taken Under Advisement: [132]    Motion for Leave to File <i>/Leave to Serve</i>.           (nln),(ps)"
42971,91,,92,2020-02-18,"Motions Taken Under Advisement: [22]  Motion to join the <I>Stapleton</I> case 16-cv-406.           (nln),(ps)"
41324,131,,132,2020-02-18,"Motions Taken Under Advisement: [27]   Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
43878,67,,68,2020-02-19,Motions Taken Under Advisement: [17]  Joint  Motion for Attorney Fees under the EAJA.           (kwf)
42694,216,,217,2020-02-19,"Motions Taken Under Advisement: [31]    MOTION TO TRANSFER to Eastern District of Wisconsin <i></i>, [53]   Response to Order [50]  Order.  (aom),(ps)"
43302,199,,200,2020-02-19,Motions Taken Under Advisement: [52]  Coverage Issue being briefed.          (jls)
45234,19,,20,2020-02-19,"Motions Taken Under Advisement: [3]   Motion for Leave to Proceed in forma pauperis.           (nln),(ps)"
38512,591,,592,2020-02-19,"Motions Taken Under Advisement: [170]   Motion for Leave to Proceed in forma pauperis on Appeal.           (nln),(ps)"
45229,34,,35,2020-02-19,"Motions Taken Under Advisement: [8]  Motion for Appointment of Counsel.           (jef),(ps)"
43506,82,,83,2020-02-19,"Motions Taken Under Advisement: [23] Motion for Leave to File by Defendant Gurstel Law Firm, P.C.          (arw)"
42639,437,,438,2020-02-19,Motions Taken Under Advisement: [124] Motion to Dismiss for Lack of Jurisdiction.           (arw)
43874,61,,62,2020-02-19,Motions Taken Under Advisement: [10]  Motion to Withdraw Admissions by Plaintiff Katherine Reuter.          (arw)
42788,214,,215,2020-02-19,Motions Taken Under Advisement: [59]  Letter to Judge Crocker from Plaintiff Nate A. Lindell requesting that the DVDs provided to plaintiff by the AAG in response to discovery requests be provided to the court and emailed to plaintiff&#039;s expert. 
42788,214,,215,2020-02-19,"          (nln),(ps)"
45292,42,,43,2020-02-19,"Motions Taken Under Advisement: [6]   Motion for Temporary Restraining Order, [2]  Plaintiff&#039;s Declaration in Support of Plaintiff&#039;s Motion for Temporary Restraining Order, [3]   Motion for Leave to Proceed in forma pauperis.           (rks"
45292,42,,43,2020-02-19,"),(ps)"
41393,454,,455,2020-02-20,"Motion Taken Under Advisement: [129]    Motion to Amend/Correct   <i>Scheduling Order to Permit Supplemental Disclosure of Alfred Joshua, M.D. as Defense Expert</i>.           (voc)"
42685,326,,327,2020-02-20,"Motions Taken Under Advisement: [87]    Motion for Leave to File <i>an Amended Answer and Affirmative Defenses to Dallas Airmotive, Inc.&#039;s Counterclaim</i>.           (jls)"
44415,77,,78,2020-02-20,"Motions Taken Under Advisement: [13]   Motion for Default Judgment as to  All Defendants.           (jef),(ps)"
43728,42,,43,2020-02-20,"Motions Taken Under Advisement: [6]   Motion to Amend/Correct  [1]   Petition for Writ of Habeas Corpus - Federal, [10]   Motion for Assistance in Recruiting Counsel, [8]   Petition for Writ of Habeas Corpus - Federal.           (aom),(ps)"
45185,36,,37,2020-02-20,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
42555,288,,289,2020-02-20,"Motions Taken Under Advisement: [69]    Motion to Stay   <i>the Remaining Schedule in this Case Pending Resolution of Outstanding Motions</i>.           (nln),(ps)"
43270,195,,196,2020-02-20,"Motions Taken Under Advisement: [52]   Motion for Assistance in Recruiting Counsel.           (aom),(ps)"
36820,1104,,1105,2020-02-21,Motions Taken Under Advisement: [353]    Motion to Enforce Judgment <i>and Award of Statutory Costs Entered in Favor of the Plaintiff</i>.           (kwf)
44536,92,,93,2020-02-21,Motion Taken Under Advisement: [22]    Motion to Compel <i></i>.           (voc)
44446,63,,64,2020-02-21,Motions Taken Under Advisement: [7]    MOTION FOR PARTIAL SUMMARY JUDGMENT.           (jls)
42127,624,,625,2020-02-21,"Motions Taken Under Advisement: [159]    Motion to Stay   <i></i>.           (nln),(ps)"
45208,141,,142,2020-02-21,"Motions Taken Under Advisement: [12]    Motion to Expedite <i>Discovery</i>, [8]    MOTION FOR PRELIMINARY INJUNCTION <i></i>  (<u>Sealed Document</u>).           (rks)"
42693,196,,197,2020-02-21,"Motions Taken Under Advisement: [53]  Motion to Expedite Orders on Pending Motions.           (nln),(ps)"
45292,66,,67,2020-02-21,"Motions Taken Under Advisement: [12]   Motion to Strike  [2]  Plaintiff&#039;s Declaration in Support of Plaintiff&#039;s Motion for Temporary Restraining Order.           (jef),(ps)"
45372,25,,26,2020-02-21,"Motions Taken Under Advisement:  Motion for PRLA Screening.           (jef),(ps)"
41464,324,,325,2020-02-21,"Motions Taken Under Advisement: [78]   Motion for Extension of Time.           (nln),(ps)"
45195,29,,30,2020-02-21,Motions Taken Under Advisement: [3]    Motion to Stay; [5]    Motion for Service by Publication in Newspaper.           (jls)
45208,145,,146,2020-02-21,"Motions Taken Under Advisement: [7]    Motion to Seal <i>Preliminary Injunction Motion, Statement of Facts, and the Declaration of Juan Moreno</i>.           (rks)"
44798,39,,40,2020-02-21,"Motions Taken Under Advisement: [9]   Motion for  two copies of summons.           (jef),(ps)"
45285,29,,30,2020-02-21,"Motions Taken Under Advisement: [3]   Motion for Leave to Proceed in forma pauperis, [2]   Motion for Temporary Restraining Order.           (jef),(ps)"
42914,130,,132,2020-02-21,"*** Motions Taken Under Advisement: [32]   Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
41643,122,,123,2020-02-21,"Motions Taken Under Advisement: [31]  Objection to Defendants&#039; Expert Witnesses   re [30]  Expert Witness Disclosures.           (jef),(ps)"
43009,104,,105,2020-02-21,"Motions Taken Under Advisement: [29]  Motion for a New Scheduling Order.           (nln),(ps)"
42454,402,,403,2020-02-21,"Motions Taken Under Advisement: [102]   Motion for Extension of Time, [104]  Motion / Declaration for Entry of Default as to Kaitlyn Jacobs, [103]   Motion for Extension of Time.           (nln),(ps)"
39964,232,,233,2020-02-24,"Motions Taken Under Advisement: [38]  Proposed Amended Complaint.           (jef),(ps)"
44555,46,,47,2020-02-24,Motions Taken Under Advisement: [9]    Social Security Hearing Transcript.          (rks)
44416,43,,44,2020-02-24,Motions Taken Under Advisement: [7]    Social Security Hearing Transcript.  Unopposed?           (jls)
42158,687,,688,2020-02-24,"Motions Taken Under Advisement: [152]  Motion for Appointment of Counsel.           (jef),(ps)"
40272,755,,756,2020-02-24,"Motions Taken Under Advisement: [193]  Perjury Sanctions Relief Motion Against Lori Alsum.         (jef),(ps)"
41574,126,,127,2020-02-24,"Motions Taken Under Advisement: [30]   Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
41441,492,,493,2020-02-24,"Motions Taken Under Advisement: [129]   Motion to disclose trial transcripts.           (jef),(ps)"
